packet_rate,bandwidth,connection_count,unique_ip_count
0.5,1024.0,2.0,3.0
1.3722097333503525,-0.8354015495987536,-0.5711986881743462,-2.258253191585596
-0.8660625759999597,-0.5581671644846309,1.2610063077384268,-0.6799727518796573
0.13512313566195397,0.34058035280780097,1.4348513941595,0.0105014111093596
-0.9625011290182215,0.46317879316469096,1.5742205993170548,0.23462394236078402
-0.48791739668956674,0.1594920982251605,0.9957411698547446,1.1303677657076212
-0.5535183292324405,1.1737075722596155,-0.2237994929806031,-0.8466116071659493
-3.009440496496516,-1.230577931633415,1.10208409540657,-1.618295476132009
-0.010686920604082299,-0.8817223182729496,-1.2200043492647703,-0.13343103153826702
-0.21067548955494278,-1.6828244426841514,-0.8518223052898463,0.3283374481886446
0.6285655977461605,-0.7075473990993537,0.5377795522238332,0.7974155542050311
0.9423529832199912,-0.5884428838400715,-0.8315746469894163,-0.7992961481309713
0.061517558581796805,0.20370717752506398,-1.223022782316432,-0.6512964224604915
1.4339378141455437,1.797740033581228,0.769493789234976,0.04949445085783577
-1.6186894164885677,0.6998670594668536,0.31693989120329896,0.37545405312139496
0.6397216993164941,0.13015419940791198,-0.5323026139710908,-0.7980806815688664
0.2803496777996858,-0.8699098115257478,0.9691145937102126,-0.48988286477859416
-0.4549411777236409,1.1554992830228152,0.4976730610540178,1.1851825013366744
0.7583644561948035,-1.3251447770436968,0.0821297928280898,-1.0866698232729586
1.581696236979846,2.223129707624237,-0.748516676133802,0.9194836860139166
1.4988531994563314,1.5237535579942774,0.493710146805394,-0.6345083350648871
-0.24074557432522983,0.08562470685776982,-1.5828102385506742,0.46443905269952984
-0.7488930748366762,0.2197462799320282,-0.3454037854522429,0.6412423271034458
1.0247671691951215,0.21289759424512258,-0.31566192120659564,3.26192693799287
1.4390661592979235,0.5092309597947025,-0.671964070258841,-0.8982047919822864
1.1032215675268346,-0.45032511294545285,-1.4881711386582612,0.7915358521672865
-1.7870427483104807,0.5313023324172008,1.1948379857051838,-0.6390897457602127
0.23145281109244498,-0.752200589592443,0.5714564862882849,1.464402198510838
-0.19848184487350692,0.8289162141494667,1.2663642216009223,-0.029922682280332506
